"Text";"Code"
"Polyp in the cervix";"DN841"
"Mucosal polyp of the cervix";"DN841A"
"Vaginal polyp";"DN842"
"Polyp in vulva";"DN843"
"Polypus labii majoris";"DN843A"
"Polypus labii minoris";"DN843B"
"Polyp in other part of female genitalia";"DN848"
"Polyp of female genital organs UNS";"DN849"
"Other noninflammatory diseases of the uterus";"DN85"
"Endometrial hyperplasia without atypia";"DN850"
"Simple endometrial hyperplasia without atypia";"DN850A"
"Complex endometrial hyperplasia without atypia";"DN850B"
"Adenomatous endometrial hyperplasia";"DN851"
"Uterine hypertrophy";"DN852"
"Myometrial hypertrophy";"DN852A"
"Subinvolutio uteri";"DN853"
"Malpositio uteri";"DN854"
"Anteflexio uteri";"DN854A"
"Lateroflexio uteri";"DN854B"
"Retroversio uteri";"DN854C"
"Inversio uteri";"DN855"
"Sammenvoksninger i livmoderen";"DN856"
"Hæmatometra";"DN857"
"Hæmatosalpinx med hæmatometra";"DN857A"
"Anden ikke-inflammatorisk sygdom i livmoderen";"DN858"
"Erhvervet atresi af æggeleder";"DN858A"
"Erhvervet atresi af livmoder";"DN858B"
"Endometrieatrofi";"DN858C"
"Myometrieatrofi";"DN858E"
"Erhvervet atrofi af livmoderen";"DN858F"
"Uterusdegeneration";"DN858G"
"Endometritis hyperplastica";"DN858H"
"Uterusfibrose";"DN858I"
"Hydrometra";"DN858J"
"Incarceratio uteri";"DN858K"
"Leukoplakia uteri";"DN858L"
"Metropathia haemorrhagica";"DN858M"
"Mucometra";"DN858N"
"Ulcus uteri";"DN858O"
"Ikke-inflammatorisk sygdom i livmoderen UNS";"DN859"
"Sår og ektropi på livmoderhalsen";"DN86"
"Sår eller ektropi på livmoderhalsen UNS";"DN869"
"Ektropi på livmoderhalsen";"DN869A"
"Erosion på livmoderhalsen";"DN869B"
"Ulcus på livmoderhalsen";"DN869C"
"Kronisk ulcus på livmoderhalsen";"DN869D"
"Erytroplaki på portio";"DN869E"
"Celleforandringer i slimhinde på livmoderhalsen";"DN87"
"Let dysplasi på livmoderhalsen";"DN870"
"Moderat dysplasi på livmoderhalsen";"DN871"
"Svær dysplasi på livmoderhalsen";"DN872"
"Dysplasi på livmoderhalsen UNS";"DN879"
"Andre ikke-inflammatoriske sygdomme i livmoderhalsen";"DN88"
"Leukoplaki på livmoderhalsen";"DN880"
"Følger efter livmoderhalsruptur";"DN881"
"Adhærencer i livmoderhalsen";"DN881A"
"Cervikovaginale adhærencer";"DN881B"
"Ardannelse i livmoderhalsen";"DN881C"
"Striktur eller stenose i livmoderhalsen";"DN882"
"Stenose i livmoderhalsen";"DN882A"
"Striktur i livmoderhalsen";"DN882B"
"Insufficiens af cervix uteri hos ikke-gravid kvinde";"DN883"
"Hypertrofisk forlængelse af livmoderhalsen";"DN884"
"Anden ikke-inflammatorisk sygdom i livmoderhalsen";"DN888"
"Livmoderhalsatrofi";"DN888A"
"Endometrieatrofi i livmoderhalsen";"DN888B"
"Deformering af livmoderhalsen";"DN888C"
"Degeneration af livmoderhalsen";"DN888D"
"Hyperplastisk endocervicitis";"DN888E"
"Hyperkeratose på livmoderhalsen";"DN888F"
"Endometriehypertrofi i livmoderhalsen";"DN888G"
"Hypertrophia glandularis cystica cervicis";"DN888H"
"Ikke-inflammatorisk sygdom i livmoderhalsen UNS";"DN889"
"Andre ikke-inflammatoriske sygdomme i vagina";"DN89"
"Let dysplasi i vagina";"DN890"
"Moderat dysplasi i vagina";"DN891"
"Svær dysplasi i vagina";"DN892"
"Dysplasi i vagina UNS";"DN893"
"Leukoplaki i vagina";"DN894"
"Striktur eller atresi af vagina";"DN895"
"Adhærencer i vagina";"DN895A"
"Vaginal atresi";"DN895B"
"Vaginal stenose";"DN895C"
"Vaginal striktur";"DN895D"
"Snæver vagina";"DN895E"
"Hymen rigidum";"DN896"
"Snæver hymen";"DN896A"
"Snæver vaginalåbning";"DN896B"
"Hæmatokolpos";"DN897"
"Hæmatokolpos med hæmatometra";"DN897A"
"Hæmatokolpos med hæmatosalpinx";"DN897B"
"Anden ikke-inflammatorisk sygdom i vagina";"DN898"
"Agglutinatio hymenis";"DN898A"
"Vaginal atrofi";"DN898B"
"Caruncula vaginae";"DN898C"
"Ardannelse i vagina";"DN898D"
"Fluor vaginalis UNS";"DN898E"
"Vaginal hypertrofi";"DN898F"
"Kraurosis vaginae";"DN898G"
"Sår i vagina forårsaget af pessar";"DN898H"
"Vaginalcyste";"DN898J"
"Ikke-inflammatorisk sygdom i vagina UNS";"DN899"
"Andre ikke-inflammatoriske sygdomme i kvindens ydre kønsdele";"DN90"
"Let dysplasi i vulva";"DN900"
"LSIL (Low grade Squamous Intraepithelial Lesion) i vulva";"DN900A"
"Moderat dysplasi i vulva";"DN901"
"Svær dysplasi i vulva";"DN902"
"HSIL (High grade Squamous Intraepithelial Lesion) i vulva";"DN902A"
"Vulvær intraepitelial neoplasi, differentieret (dVIN)";"DN902B"
"Dysplasi i vulva UNS";"DN903"
"Leukoplaki i vulva";"DN904"
"Kraurosis vulvae";"DN904A"
"Vulvaatrofi";"DN905"
"Vulvastenose";"DN905A"
"Vulvahypertrofi";"DN906"
"Cyste i vulva";"DN907"
"Anden ikke-inflammatorisk sygdom i vulva eller perineum";"DN908"
"Adhærencer i vulva";"DN908A"
"Caruncula labii majoris";"DN908B"
"Caruncula labii minoris";"DN908C"
"Hæmatom i vulva";"DN908D"
"Kvindeligt hydrocele";"DN908E"
"Hyperkeratose i vulva";"DN908F"
"Klitorishypertrofi";"DN908G"
"Ikke-inflammatorisk sygdom i vulva eller perineum UNS";"DN909"
"Ikke-inflammatorisk sygdom i perineum UNS";"DN909A"
"Ikke-inflammatorisk sygdom i vulva UNS";"DN909B"
"Manglende, sparsom og sjælden menstruation";"DN91"
"Primær amenoré";"DN910"
"Sekundær amenoré";"DN911"
"Amenoré UNS";"DN912"
"Primær oligomenoré";"DN913"
"Primær hypomenoré";"DN913A"
"Primær oligohypomenoré";"DN913C"
"Sekundær oligomenoré";"DN914"
"Sekundær hypomenoré";"DN914A"
"Sekundær oligohypomenoré";"DN914C"
"Oligomenoré UNS";"DN915"
"Hypomenoré UNS";"DN915A"
"Oligohypomenoré UNS";"DN915C"
"Kraftig, hyppig og uregelmæssig menstruation";"DN92"
"Menoragi eller polymenoré";"DN920"
"Hypermenoré";"DN920A"
"Menoragi";"DN920B"
"Polymenoré";"DN920C"
"Metroragi";"DN921"
"Haemorrhagia intermenstrualis";"DN921A"
"Menometroragi";"DN921B"
"Juvenil menoragi";"DN922"
"Juvenil metroragi";"DN922A"
"Ovulationsblødning";"DN923"
"Præmenopausal menoragi eller metroragi";"DN924"
"Menopausal metroragi";"DN924A"
"Præmenopausal metroragi";"DN924B"
"Anden uregelmæssig menstruation";"DN925"
"Anovulatorisk metroragi";"DN925A"
"Metroragi forårsaget af hormonbehandling";"DN925B"
"Uregelmæssig menstruation UNS";"DN926"
"Anden abnorm blødning fra livmoderen og vagina";"DN93"
"Livmoderblødning efter coitus eller kontaktblødning";"DN930"
"Livmoderblødning efter coitus";"DN930A"
"Kontaktblødning";"DN930B"
"Anden form for abnorm blødning fra livmoderen eller vagina";"DN938"
"Anden form for abnorm blødning fra livmoderen";"DN938A"
"Anden form for abnorm blødning fra vagina";"DN938B"
"Abnorm blødning fra livmoderen eller vagina UNS";"DN939"
"Abnorm blødning fra vagina UNS";"DN939A"
"Abnorm blødning fra livmoderen UNS";"DN939B"
"Smerter og andre tilstande forbundet med kvindelige kønsorganer og menstruation";"DN94"
"Ovulationssmerter";"DN940"
"Dyspareuni";"DN941"
"Vaginismus";"DN942"
"Præmenstruelt syndrom";"DN943"
"Primære menstruationssmerter";"DN944"
"Sekundære menstruationssmerter";"DN945"
"Dysmenoré UNS";"DN946"
"Anden tilstand forbundet med kvindelige kønsorganer eller menstruation";"DN948"
"Vulvodynia";"DN948A"
"Tilstand forbundet med kvindelige kønsorganer eller menstruation UNS";"DN949"
"Klimakterielle tilstande";"DN95"
"Postmenopausal metroragi";"DN950"
"Klimakterielle symptomer";"DN951"
"Klimakteriel hovedpine";"DN951A"
"Klimakteriel hedetur";"DN951B"
"Klimakteriel søvnløshed";"DN951C"
"Neurosis climacterica";"DN951D"
"Klimakteriel svimmelhed";"DN951E"
"Senil atrofisk vaginitis";"DN952"
"Postmenopausal atrofisk vaginitis";"DN952A"
"Tilstande ved kunstigt fremkaldt menopause";"DN953"
"Anden klimakteriel tilstand";"DN958"
"Klimakteriel tilstand UNS";"DN959"
"Gentagne spontane aborter";"DN96"
"Habituelle aborter";"DN969"
"Kvindelig infertilitet";"DN97"
"Kvindelig infertilitet ved anovulation";"DN970"
"Kvindelig infertilitet ved tilstande i æggelederne";"DN971"
"Kvindelig infertilitet ved tilstande i livmoderen";"DN972"
"Kvindelig infertilitet ved tilstande i livmoderhalsen";"DN973"
"Kvindelig infertilitet ved tilstande hos manden";"DN974"
"Kvindelig infertilitet forårsaget af andre forhold";"DN978"
"Sekundær kvindelig infertilitet";"DN978A"
"Kvindelig infertilitet ved tilstande i ovarierne";"DN978B"
"Kvindelig infertilitet efter tilbagelægning af kryopræserveret ovarievæv";"DN978B1"
"Kvindelig infertilitet ved multiple årsager";"DN978C"
"Primær kvindelig sterilitet";"DN978D"
"Kvindelig infertilitet ved tilstande i hypofysen";"DN978E"
"Kvindelig infertilitet ved tilstande i hypotalamus";"DN978F"
"Kvindelig infertilitet UNS";"DN979"
"Komplikationer til kunstig befrugtning";"DN98"
"Infektion opstået ved kunstig befrugtning";"DN980"
"Ovarielt hyperstimulationssyndrom";"DN981"
"Ovarielt hyperstimulationssyndrom, mild";"DN981A"
"Ovarielt hyperstimulationssyndrom, moderat";"DN981B"
"Ovarielt hyperstimulationssyndrom, svær";"DN981C"
"Ovarielt hyperstimulationssyndrom, kritisk";"DN981D"
"Komplikation ved implantering af in vitro-fertiliseret æg";"DN982"
"Komplikation ved forsøg på oplægning af embryo";"DN983"
"Abdominalsmerter som komplikation til kunstig befrugtning uden tegn på hyperstimulation";"DN984"
"Intraperitoneal infektion efter ægaspiration";"DN985"
"Blødning i forbindelse med ægaspiration";"DN986"
"Anden komplikation til kunstig befrugtning";"DN988"
"Komplikation til kunstig befrugtning UNS";"DN989"
"Andre sygdomme i urin- og kønsorganer [DN99-DN99]";""
"Tilstande i urin- og kønsorganer efter kirurgiske og medicinske indgreb IKA";"DN99"
"Uræmi efter kirurgisk eller medicinsk indgreb";"DN990"
"Uretrastriktur efter kirurgisk indgreb eller kateterisation";"DN991"
"Uretrastriktur efter kirurgisk indgreb";"DN991A"
"Uretrastriktur efter kateterisation";"DN991B"
"Vaginaladhærencer efter kirurgisk indgreb";"DN992"
"Vaginal prolaps efter hysterektomi";"DN993"
"Peritoneale adhærencer i bækkenet efter kirurgisk eller medicinsk indgreb";"DN994"
"Dysfunktion af udvendigt urinvejsstoma";"DN995"
"Anden tilstand i urin- eller kønsorgan efter kirurgisk eller medicinsk indgreb";"DN998"
"Vaginaltopsruptur efter hysterektomi";"DN998A"
"Vaginaltopsruptur efter hysterektomi, delvis defekt";"DN998A1"
"Vaginaltopsruptur efter hysterektomi, fuldvægsdefekt";"DN998A2"
"Tilstand UNS i urin- eller kønsorgan efter kirurgisk eller medicinsk indgreb";"DN999"
"Kap. XV: Graviditet, fødsel og barselsperiode [DO00-DO99]";""
"Graviditet, der ender med abort [DO00-DO08]";""
"Graviditet uden for livmoderen";"DO00"
"Ektopisk graviditet i bughulen";"DO000"
"Ektopisk graviditet i æggeleder";"DO001"
"Ektopisk graviditet i æggestok";"DO002"
"Heterotop graviditet";"DO003"
"Heterotop graviditet ved spontan graviditet";"DO003A"
"Heterotop graviditet ved IUI/IVF/ICSI";"DO003B"
"Anden form for ektopisk graviditet";"DO008"
"Ektopisk graviditet i livmoderhalsen";"DO008A"
"Ektopisk graviditet i cornu uteri";"DO008B"
"Ektopisk graviditet i livmoderens ligamenter";"DO008C"
"Ektopisk graviditet i livmodervæggen";"DO008D"
"Graviditet i cicatrice efter kejsersnit";"DO008E"
"Ektopisk graviditet UNS";"DO009"
"Molagraviditet";"DO01"
"Komplet mola";"DO010"
"Partiel mola";"DO011"
"Mola UNS";"DO019"
"Ektopisk mola";"DO019A"
"Andre unormale graviditetsprodukter";"DO02"
"Graviditet uden erkendt foster (blighted ovum)";"DO020"
"Graviditet med dødt retineret foster (missed abortion)";"DO021"
"Afsluttet graviditet med ukendt lokalisation (PUL)";"DO022"
"Andet abnormt graviditetsprodukt";"DO028"
"Abnormt graviditetsprodukt UNS";"DO029"
"Spontan abort";"DO03"
"Inkomplet spontan abort kompliceret med underlivsinfektion";"DO030"
"Inkomplet spontan abort kompliceret med sen eller excessiv blødning";"DO031"
"Inkomplet spontan abort kompliceret med emboli";"DO032"
"Inkomplet spontan abort med anden eller ikke specificeret komplikation";"DO033"
"Inkomplet spontan abort uden komplikation";"DO034"
"Komplet eller ikke specificeret spontan abort kompliceret med underlivsinfektion";"DO035"
"Komplet eller ikke specificeret spontan abort kompliceret med sen eller excessiv blødning";"DO036"
"Komplet eller ikke specificeret spontan abort kompliceret med emboli";"DO037"
"Komplet eller ikke specificeret spontan abort kompliceret med anden komplikation";"DO038"
"Komplet eller ikke specificeret spontan abort uden komplikation";"DO039"
"Provokeret abort før udgangen af 12. graviditetsuge";"DO04"
"Provokeret abort før udgangen af 12. graviditetsuge UNS";"DO049"
"Provokeret abort efter udgangen af 12. graviditetsuge";"DO05"
"Provokeret abort efter udgangen af 12. graviditetsuge uden samrådstilladelse ved fare for kvindens liv eller helbred";"DO050"
"Provokeret abort efter udgangen af 12. graviditetsuge med samrådstilladelse";"DO059"
"Anden provokeret abort med samrådstilladelse";"DO06"
"Provokeret abort før udgangen af 12. graviditetsuge med samrådstilladelse";"DO069"
"Mislykket fremkaldelse af abort";"DO07"
"Fortsat levende graviditet efter forsøg på provokeret abort";"DO079"
"Komplikation efter abort, ektopisk graviditet og mola";"DO08"
"Underlivsinfektion efter abort, ektopisk graviditet eller mola";"DO080"
"Endometritis efter abort";"DO080B"
"Salpingitis efter abort";"DO080O"
"Sepsis efter abort";"DO080U"
"Sen eller excessiv blødning efter abort, ektopisk graviditet eller mola";"DO081"
"Blødning efter abort";"DO081G"
"Emboli efter abort, ektopisk graviditet eller mola";"DO082"
"Shock efter abort, ektopisk graviditet eller mola";"DO083"
"Nyresvigt efter abort, ektopisk graviditet eller mola";"DO084"
"Metabolisk sygdom efter abort, ektopisk graviditet eller mola";"DO085"
"Beskadigelse af organ eller væv i bækkenet efter abort, ektopisk graviditet eller mola";"DO086"
"Beskadigelse af livmoderen efter abort";"DO086R"
"Anden venøs komplikation efter abort, ektopisk graviditet eller mola";"DO087"
"Andre komplikationer efter abort, ektopisk graviditet eller mola";"DO088"
"Retineret væv efter abort";"DO088L"
"Komplikation efter abort, ektopisk graviditet eller mola UNS";"DO089"
"Ødem, proteinuri og hypertension i graviditet, under fødsel og barselperiode [DO10-DO16]";""
"Graviditet, fødsel og barselsperiode med forud bestående komplicerende blodtryksforhøjelse";"DO10"
"Graviditet, fødsel eller barselsperiode med forud bestående komplicerende blodtryksforhøjelse";"DO100"
"Graviditet, fødsel eller barselsperiode med forud bestående komplicerende hypertensiv hjertesygdom";"DO101"
"Graviditet, fødsel eller barselsperiode med forud bestående komplicerende hypertensiv nyresygdom";"DO102"
"Graviditet, fødsel eller barselsperiode med forud bestående komplicerende hypertensiv hjertesygdom og nyresygdom";"DO103"
"Graviditet, fødsel eller barselsperiode med forud bestående komplicerende sekundær blodtryksforhøjelse";"DO104"
"Graviditet, fødsel eller barselsperiode med forud bestående komplicerende blodtryksforhøjelse UNS";"DO109"
"Præeklampsi ved forud bestående kronisk hypertension";"DO11"
"Graviditet, fødsel eller barselsperiode med forud bestående komplicerende blodtryksforhøjelse og proteinuri";"DO119"
"Graviditet med forud bestående komplicerende blodtryksforhøjelse og proteinuri";"DO119A"
"Fødsel med forud bestående komplicerende blodtryksforhøjelse og proteinuri";"DO119B"
"Barselsperiode med forud bestående komplicerende blodtryksforhøjelse og proteinuri";"DO119C"
"Graviditetsbetinget ødem og proteiner i urinen uden blodtryksforhøjelse";"DO12"
"Graviditetsødem";"DO120"
"Proteinuri i graviditeten";"DO121"
"Ødem og proteinuri i graviditeten";"DO122"
"Graviditetsbetinget blodtryksforhøjelse uden proteiner i urinen";"DO13"
"Graviditetsbetinget hypertension uden proteinuri";"DO139"
"Præeklampsi";"DO14"
"Let til moderat præeklampsi";"DO140"
"Svær præeklampsi";"DO141"
"HELLP-syndrom";"DO142"
"Præeklampsi UNS";"DO149"
"Fødselskrampe";"DO15"
"Eklampsi";"DO150"
"Eklampsi under fødsel";"DO151"
"Eklampsi i barselsperiode";"DO152"
"Eklampsi UNS";"DO159"
"Forhøjet blodtryk uden nærmere specificering under graviditet";"DO16"
"Blodtryksforhøjelse under graviditet UNS";"DO169"
"Andre sygdomme hos moder overvejende forbundet med graviditet [DO20-DO29]";""
"Blødning tidligt i graviditeten";"DO20"
"Truende abort";"DO200"
"Anden blødning før 22 graviditetsuger";"DO208"
"Accidentel blødning tidligt i graviditeten";"DO208A"
"Blødning ved fibrinolyse tidligt i graviditeten";"DO208B"
"Blødning ved koagulationsdefekt tidligt i graviditeten";"DO208C"
"Blødning tidligt i graviditeten UNS";"DO209"
"Opkastninger i graviditeten";"DO21"
"Graviditetsopkastninger i lettere grad";"DO210"
"Svære graviditetsopkastninger med metaboliske forstyrrelser";"DO211"
"Opkastninger efter 22 graviditetsuger";"DO212"
"Opkastninger under graviditeten ved sygdom klassificeret andetsteds";"DO218"
"Opkastninger i graviditeten UNS";"DO219"
"Venøse komplikationer og hæmorider i graviditeten";"DO22"
"Varicer på underekstremitet i graviditeten";"DO220"
"Varicer på kønsorganer i graviditeten";"DO221"
"Varicer i perineum i graviditeten";"DO221A"
"Varicer i vagina i graviditeten";"DO221B"
"Varicer i vulva i graviditeten";"DO221C"
"Overfladisk tromboflebitis i graviditeten";"DO222"
"Dyb tromboflebitis i graviditeten";"DO223"
"Hæmorider i graviditeten";"DO224"
"Venøs trombose i hjernen i graviditeten";"DO225"
"Trombose i sinus venosi cerebri i graviditeten";"DO225A"
"Anden venøs komplikation i graviditeten";"DO228"
"Venøs komplikation i graviditeten UNS";"DO229"
"Underlivs- og urinvejsinfektioner i graviditeten";"DO23"
"Pyelonefritis i graviditeten";"DO230"
"Cystitis i graviditeten";"DO231"
"Uretritis i graviditeten";"DO232"
"Anden urinvejsinfektion i graviditeten";"DO233"
"Urinvejsinfektion i graviditeten UNS";"DO234"
"Underlivsinfektion i graviditeten";"DO235"
"Gruppe B streptokok-syndrom i graviditeten";"DO235A"
"Anden eller ikke specificeret underlivs- eller urinvejsinfektion i graviditeten";"DO239"
"Diabetes under graviditet, fødsel og barsel";"DO24"
"Graviditet, fødsel eller barselsperiode med forud bestående type 1-diabetes";"DO240"
"Graviditet med forud bestående type 1-diabetes";"DO240A"
"Fødsel med forud bestående type 1-diabetes";"DO240B"
"Barselsperiode med forud bestående type 1-diabetes";"DO240C"
"Graviditet, fødsel eller barselsperiode med forud bestående type 2-diabetes";"DO241"
"Graviditet med forud bestående type 2-diabetes";"DO241A"
"Fødsel med forud bestående type 2-diabetes";"DO241B"
"Barselsperiode med forud bestående type 2-diabetes";"DO241C"
"Graviditet, fødsel eller barselsperiode med forud bestående diabetes forårsaget af underernæring";"DO242"
"Graviditet med forud bestående diabetes forårsaget af underernæring";"DO242A"
